locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAMBLCDF_07391	CDS	432				IS481 family transposase IS1419
MAMBLCDF_07392	CDS	216				hypothetical protein
MAMBLCDF_07393	CDS	300				hypothetical protein
MAMBLCDF_07394	CDS	825				hypothetical protein
MAMBLCDF_07395	CDS	633				hypothetical protein
MAMBLCDF_07396	CDS	2361				hypothetical protein
MAMBLCDF_07397	CDS	333	nirQ_3		COG0714	Denitrification regulatory protein NirQ
MAMBLCDF_07398	CDS	165				hypothetical protein
MAMBLCDF_07399	CDS	231				hypothetical protein
MAMBLCDF_07400	CDS	630	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
MAMBLCDF_07401	CDS	267		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
MAMBLCDF_07402	CDS	423	bfr_3	1.16.3.1	COG2193	Bacterioferritin
MAMBLCDF_07403	CDS	297	csoS1A		COG4577	Major carboxysome shell protein 1A
MAMBLCDF_07404	CDS	249	eutN_1		COG4576	Ethanolamine utilization protein EutN
MAMBLCDF_07405	CDS	258	eutN_2		COG4576	Ethanolamine utilization protein EutN
MAMBLCDF_07406	CDS	1530				hypothetical protein
MAMBLCDF_07407	CDS	2256				hypothetical protein
MAMBLCDF_07408	CDS	327	cbbS	4.1.1.39	COG4451	Ribulose bisphosphate carboxylase small chain
MAMBLCDF_07409	CDS	1422	cbbL	4.1.1.39	COG1850	Ribulose bisphosphate carboxylase large chain
MAMBLCDF_07410	CDS	921	cmpR_4		COG0583	HTH-type transcriptional activator CmpR
MAMBLCDF_07411	CDS	138				hypothetical protein
MAMBLCDF_07412	CDS	1290	aarA	2.3.3.16		Citrate synthase
MAMBLCDF_07413	CDS	1419	gltX_3	6.1.1.17		Glutamate--tRNA ligase
MAMBLCDF_07414	CDS	2286				hypothetical protein
MAMBLCDF_07415	CDS	732	lexA_3	3.4.21.88	COG1974	LexA repressor
MAMBLCDF_07416	CDS	1179	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
MAMBLCDF_07417	CDS	870	lpxI	3.6.1.54	COG3494	UDP-2,3-diacylglucosamine pyrophosphatase LpxI
MAMBLCDF_07418	CDS	810	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
MAMBLCDF_07419	CDS	459	fabZ_2	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
MAMBLCDF_07420	CDS	1065	lpxD_2	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
MAMBLCDF_07421	CDS	2529	bamA_3		COG4775	Outer membrane protein assembly factor BamA
MAMBLCDF_07422	CDS	1149	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
MAMBLCDF_07423	CDS	1182	dxr_2	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
MAMBLCDF_07424	CDS	828				hypothetical protein
MAMBLCDF_07425	CDS	768	uppS	2.5.1.-	COG0020	Isoprenyl transferase
MAMBLCDF_07426	CDS	648	frr_2		COG0233	Ribosome-recycling factor
MAMBLCDF_07427	CDS	414	fosB	2.5.1.-		Metallothiol transferase FosB
MAMBLCDF_07428	CDS	708	pyrH_2	2.7.4.22	COG0528	Uridylate kinase
MAMBLCDF_07429	CDS	924	tsf_2			Elongation factor Ts
MAMBLCDF_07430	CDS	1005	rpsB_2		COG0052	30S ribosomal protein S2
MAMBLCDF_07431	CDS	1167				hypothetical protein
MAMBLCDF_07432	CDS	1338	qseC_4	2.7.13.3		Sensor protein QseC
MAMBLCDF_07433	CDS	624	qseB_3			Transcriptional regulatory protein QseB
MAMBLCDF_07434	CDS	399				hypothetical protein
MAMBLCDF_07435	CDS	516	yodB_2		COG3038	Cytochrome b561 
MAMBLCDF_07436	CDS	471				hypothetical protein
MAMBLCDF_07437	CDS	2205				hypothetical protein
MAMBLCDF_07438	CDS	984	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
MAMBLCDF_07439	CDS	1251	mdtA_7			Multidrug resistance protein MdtA
MAMBLCDF_07440	CDS	1134			COG0577	putative ABC transporter permease
MAMBLCDF_07441	CDS	699	lolD_4	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
MAMBLCDF_07442	CDS	330	bigR_3		COG0640	Biofilm growth-associated repressor
MAMBLCDF_07443	CDS	354				hypothetical protein
MAMBLCDF_07444	CDS	207				hypothetical protein
MAMBLCDF_07445	CDS	330				hypothetical protein
MAMBLCDF_07446	CDS	387				hypothetical protein
MAMBLCDF_07447	CDS	1428		3.1.-.-	COG1236	Ribonuclease
MAMBLCDF_07448	CDS	1980	zosA_2	3.6.3.-	COG2217	Zinc-transporting ATPase
MAMBLCDF_07449	CDS	702				hypothetical protein
MAMBLCDF_07450	CDS	804				hypothetical protein
MAMBLCDF_07451	CDS	213				hypothetical protein
MAMBLCDF_07452	CDS	267				hypothetical protein
MAMBLCDF_07453	CDS	300				hypothetical protein
MAMBLCDF_07454	CDS	885	pgrR_9			HTH-type transcriptional regulator PgrR
MAMBLCDF_07455	CDS	231	copZ_2			Copper chaperone CopZ
MAMBLCDF_07456	CDS	1923	cadA_2	3.6.3.3		Cadmium-transporting ATPase
MAMBLCDF_07457	CDS	204				hypothetical protein
MAMBLCDF_07458	CDS	471				hypothetical protein
MAMBLCDF_07459	CDS	852				hypothetical protein
MAMBLCDF_07460	CDS	186				hypothetical protein
MAMBLCDF_07461	CDS	2190	recD2_6	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
MAMBLCDF_07462	CDS	972				hypothetical protein
MAMBLCDF_07463	CDS	321	parE4_2		COG3668	Toxin ParE4
MAMBLCDF_07464	CDS	246				hypothetical protein
MAMBLCDF_07465	CDS	552				hypothetical protein
MAMBLCDF_07466	CDS	1296	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
MAMBLCDF_07467	CDS	1566	hbpA_5		COG0747	Heme-binding protein A
MAMBLCDF_07468	CDS	1359				hypothetical protein
MAMBLCDF_07469	CDS	1803	gsiA_9	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
MAMBLCDF_07470	CDS	882	gsiD_9		COG1173	Glutathione transport system permease protein GsiD
MAMBLCDF_07471	CDS	942	gsiC_9		COG0601	Glutathione transport system permease protein GsiC
MAMBLCDF_07472	CDS	768				hypothetical protein
MAMBLCDF_07473	CDS	1902				hypothetical protein
MAMBLCDF_07474	CDS	150				hypothetical protein
MAMBLCDF_07475	CDS	99				hypothetical protein
MAMBLCDF_07476	CDS	813				hypothetical protein
MAMBLCDF_07477	CDS	222				IS110 family transposase ISCc4
MAMBLCDF_07478	CDS	906				IS3 family transposase ISRtr2
MAMBLCDF_07479	CDS	330			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
MAMBLCDF_07480	CDS	705				hypothetical protein
MAMBLCDF_07481	CDS	717				IS3 family transposase ISGdi11
MAMBLCDF_07482	CDS	267				IS3 family transposase ISMex1
MAMBLCDF_07483	CDS	510				hypothetical protein
MAMBLCDF_07484	CDS	1059				hypothetical protein
MAMBLCDF_07485	CDS	510				hypothetical protein
MAMBLCDF_07486	CDS	951	korB			Transcriptional repressor protein KorB
MAMBLCDF_07487	CDS	744	pomZ		COG1192	Cell division protein PomZ
MAMBLCDF_07488	CDS	207				hypothetical protein
MAMBLCDF_07489	CDS	330				hypothetical protein
MAMBLCDF_07490	CDS	1011	yajO_3	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
MAMBLCDF_07491	CDS	627	comR_2			HTH-type transcriptional repressor ComR
MAMBLCDF_07492	CDS	930				hypothetical protein
MAMBLCDF_07493	CDS	1047				hypothetical protein
MAMBLCDF_07494	CDS	4371				hypothetical protein
MAMBLCDF_07495	CDS	2127	noc_6			Nucleoid occlusion protein
MAMBLCDF_07496	CDS	141				hypothetical protein
MAMBLCDF_07497	CDS	948	traC_2	2.7.7.-		DNA primase TraC
MAMBLCDF_07498	CDS	1356				hypothetical protein
MAMBLCDF_07499	CDS	630				hypothetical protein
MAMBLCDF_07500	CDS	1044				hypothetical protein
MAMBLCDF_07501	CDS	429	fitB_3	3.1.-.-		Toxin FitB
MAMBLCDF_07502	CDS	243	nikR			Nickel-responsive regulator
MAMBLCDF_07503	CDS	339	ndoA_1	3.1.27.-	COG2337	Endoribonuclease EndoA
MAMBLCDF_07504	CDS	270				hypothetical protein
MAMBLCDF_07505	CDS	297				hypothetical protein
MAMBLCDF_07506	CDS	606				hypothetical protein
MAMBLCDF_07507	CDS	2130				hypothetical protein
MAMBLCDF_07508	CDS	384	apaG_2		COG2967	Protein ApaG
MAMBLCDF_07509	CDS	747	rsmI_2	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
MAMBLCDF_07510	CDS	1413				hypothetical protein
MAMBLCDF_07511	CDS	2250				hypothetical protein
MAMBLCDF_07512	CDS	672	neuA	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
MAMBLCDF_07513	CDS	987	iolG_8	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
MAMBLCDF_07514	CDS	837	lvr_2	1.1.1.-		Levodione reductase
MAMBLCDF_07515	CDS	1173	clsB_2	2.7.8.-		Cardiolipin synthase B
MAMBLCDF_07516	CDS	1314				hypothetical protein
MAMBLCDF_07517	CDS	714				hypothetical protein
MAMBLCDF_07518	CDS	291	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
MAMBLCDF_07519	CDS	252	yafN		COG2161	Antitoxin YafN
MAMBLCDF_07520	CDS	318				hypothetical protein
MAMBLCDF_07521	CDS	417				hypothetical protein
MAMBLCDF_07522	CDS	408				hypothetical protein
MAMBLCDF_07523	CDS	531				hypothetical protein
MAMBLCDF_07524	CDS	453				hypothetical protein
MAMBLCDF_07525	CDS	720				hypothetical protein
MAMBLCDF_07526	CDS	489				hypothetical protein
MAMBLCDF_07527	CDS	198				hypothetical protein
MAMBLCDF_07528	CDS	654				hypothetical protein
MAMBLCDF_07529	CDS	2934				hypothetical protein
MAMBLCDF_07530	CDS	2940	smc_9			Chromosome partition protein Smc
MAMBLCDF_07531	CDS	1263	cpdA_4	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MAMBLCDF_07532	CDS	3504				hypothetical protein
MAMBLCDF_07533	CDS	216				hypothetical protein
MAMBLCDF_07534	CDS	261				hypothetical protein
MAMBLCDF_07535	CDS	756	cpdA_5	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MAMBLCDF_07536	CDS	2190				hypothetical protein
MAMBLCDF_07537	CDS	879				hypothetical protein
MAMBLCDF_07538	CDS	972				hypothetical protein
MAMBLCDF_07539	CDS	555				hypothetical protein
MAMBLCDF_07540	CDS	279				hypothetical protein
MAMBLCDF_07541	CDS	369				hypothetical protein
MAMBLCDF_07542	CDS	2691	czcA_3			Cobalt-zinc-cadmium resistance protein CzcA
MAMBLCDF_07543	CDS	909				hypothetical protein
MAMBLCDF_07544	CDS	1113				hypothetical protein
MAMBLCDF_07545	CDS	1431			COG2239	Magnesium transporter MgtE
MAMBLCDF_07546	CDS	1197				hypothetical protein
MAMBLCDF_07547	CDS	735	mtgA_4	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
MAMBLCDF_07548	CDS	831	aroE_6	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
MAMBLCDF_07549	CDS	915				hypothetical protein
MAMBLCDF_07550	CDS	1860	rnb	3.1.13.1		Exoribonuclease 2
MAMBLCDF_07551	CDS	162				hypothetical protein
MAMBLCDF_07552	CDS	1392	gltX_4	6.1.1.17		Glutamate--tRNA ligase
MAMBLCDF_07553	CDS	108				hypothetical protein
MAMBLCDF_07554	CDS	3714	metH_2	2.1.1.13	COG0646	Methionine synthase
MAMBLCDF_07555	CDS	417				hypothetical protein
MAMBLCDF_07556	CDS	387				hypothetical protein
MAMBLCDF_07557	CDS	276				hypothetical protein
MAMBLCDF_07558	CDS	3729				hypothetical protein
MAMBLCDF_07559	CDS	696				hypothetical protein
MAMBLCDF_07560	CDS	1008				hypothetical protein
MAMBLCDF_07561	CDS	411				hypothetical protein
MAMBLCDF_07562	CDS	1347	mntH			Divalent metal cation transporter MntH
MAMBLCDF_07563	CDS	624				hypothetical protein
MAMBLCDF_07564	CDS	387				hypothetical protein
MAMBLCDF_07565	CDS	684	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
MAMBLCDF_07566	CDS	462				hypothetical protein
MAMBLCDF_07567	CDS	672	aat_2	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
MAMBLCDF_07568	CDS	1365	accC_2	6.3.4.14	COG0439	Biotin carboxylase
MAMBLCDF_07569	CDS	462	accB_2		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
MAMBLCDF_07570	CDS	789				hypothetical protein
MAMBLCDF_07571	CDS	1434	bepA_8	3.4.-.-		Beta-barrel assembly-enhancing protease
MAMBLCDF_07572	CDS	309				hypothetical protein
MAMBLCDF_07573	CDS	1509				hypothetical protein
MAMBLCDF_07574	CDS	573				hypothetical protein
MAMBLCDF_07575	CDS	441				hypothetical protein
MAMBLCDF_07576	CDS	780	xthA_3	3.1.11.2	COG0708	Exodeoxyribonuclease III
MAMBLCDF_07577	CDS	291				hypothetical protein
MAMBLCDF_07578	CDS	444	ftsK_2		COG1674	DNA translocase FtsK
MAMBLCDF_07579	CDS	894	hdfR_7			HTH-type transcriptional regulator HdfR
MAMBLCDF_07580	CDS	1842	ilvD_3	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MAMBLCDF_07581	CDS	777				hypothetical protein
MAMBLCDF_07582	CDS	948	gloB_5	3.1.2.6		Hydroxyacylglutathione hydrolase
MAMBLCDF_07583	CDS	144				hypothetical protein
MAMBLCDF_07584	tRNA	77				tRNA-Pro(cgg)
MAMBLCDF_07585	tRNA	75				tRNA-Gln(ttg)
MAMBLCDF_07586	CDS	1494				hypothetical protein
MAMBLCDF_07587	CDS	486				hypothetical protein
MAMBLCDF_07588	CDS	381				hypothetical protein
MAMBLCDF_07589	CDS	294				hypothetical protein
MAMBLCDF_07590	CDS	354				hypothetical protein
MAMBLCDF_07591	CDS	264				hypothetical protein
MAMBLCDF_07592	CDS	132				hypothetical protein
MAMBLCDF_07593	CDS	1008	mshA_18	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MAMBLCDF_07594	CDS	1605	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
MAMBLCDF_07595	CDS	261				hypothetical protein
MAMBLCDF_07596	CDS	225				hypothetical protein
MAMBLCDF_07597	CDS	258				hypothetical protein
MAMBLCDF_07598	CDS	1344		2.4.1.281		4-O-beta-D-mannosyl-D-glucose phosphorylase
MAMBLCDF_07599	CDS	2283	mshA_19	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MAMBLCDF_07600	CDS	957				hypothetical protein
MAMBLCDF_07601	CDS	264				hypothetical protein
MAMBLCDF_07602	CDS	225				hypothetical protein
MAMBLCDF_07603	CDS	126				hypothetical protein
MAMBLCDF_07604	CDS	363	epsG		COG2165	Type II secretion system protein G
MAMBLCDF_07605	CDS	1185	epsF_3		COG1459	Type II secretion system protein F
MAMBLCDF_07606	CDS	1692				hypothetical protein
MAMBLCDF_07607	CDS	846				hypothetical protein
MAMBLCDF_07608	CDS	552				hypothetical protein
MAMBLCDF_07609	CDS	462				hypothetical protein
MAMBLCDF_07610	CDS	558				hypothetical protein
MAMBLCDF_07611	CDS	2292	sctC_3			Type 3 secretion system secretin
MAMBLCDF_07612	CDS	483	pulG			Type II secretion system protein G
MAMBLCDF_07613	CDS	438				hypothetical protein
MAMBLCDF_07614	CDS	633				hypothetical protein
MAMBLCDF_07615	CDS	1710	bepA_9	3.4.-.-		Beta-barrel assembly-enhancing protease
MAMBLCDF_07616	CDS	372	fliT			Flagellar protein FliT
MAMBLCDF_07617	CDS	471	fliS		COG1516	Flagellar secretion chaperone FliS
MAMBLCDF_07618	CDS	2046				hypothetical protein
MAMBLCDF_07619	CDS	267				hypothetical protein
MAMBLCDF_07620	CDS	828	hag		COG1344	Flagellin
MAMBLCDF_07621	CDS	246				hypothetical protein
MAMBLCDF_07622	CDS	408	vapC_4	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
MAMBLCDF_07623	CDS	339				hypothetical protein
MAMBLCDF_07624	CDS	372	higA_2		COG5499	Antitoxin HigA
MAMBLCDF_07625	CDS	282				hypothetical protein
MAMBLCDF_07626	CDS	543				hypothetical protein
MAMBLCDF_07627	CDS	405				hypothetical protein
MAMBLCDF_07628	CDS	294				hypothetical protein
MAMBLCDF_07629	CDS	216				hypothetical protein
MAMBLCDF_07630	CDS	222				hypothetical protein
MAMBLCDF_07631	CDS	558				hypothetical protein
MAMBLCDF_07632	CDS	432				hypothetical protein
MAMBLCDF_07633	CDS	1221	gspF		COG1459	Putative type II secretion system protein F
MAMBLCDF_07634	CDS	453	xcpT		COG2165	Type II secretion system protein G
MAMBLCDF_07635	CDS	381				hypothetical protein
MAMBLCDF_07636	CDS	651				hypothetical protein
MAMBLCDF_07637	CDS	2061				hypothetical protein
MAMBLCDF_07638	CDS	5142	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
MAMBLCDF_07639	CDS	1359				hypothetical protein
MAMBLCDF_07640	CDS	1014				hypothetical protein
MAMBLCDF_07641	CDS	660	dauA_3		COG0659	C4-dicarboxylic acid transporter DauA
MAMBLCDF_07642	CDS	252				hypothetical protein
MAMBLCDF_07643	CDS	954		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
MAMBLCDF_07644	CDS	1194	alaS_3	6.1.1.7	COG0013	Alanine--tRNA ligase
MAMBLCDF_07645	CDS	204				hypothetical protein
MAMBLCDF_07646	CDS	237				hypothetical protein
MAMBLCDF_07647	CDS	435	recX_2		COG2137	Regulatory protein RecX
MAMBLCDF_07648	CDS	1032	recA_2		COG0468	Protein RecA
MAMBLCDF_07649	CDS	525	adk_1	2.7.4.3		Adenylate kinase
MAMBLCDF_07650	CDS	1260	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
MAMBLCDF_07651	CDS	2058	hppA_2	7.1.3.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
MAMBLCDF_07652	CDS	237				hypothetical protein
MAMBLCDF_07653	CDS	732				hypothetical protein
MAMBLCDF_07654	CDS	609				hypothetical protein
MAMBLCDF_07655	CDS	234				hypothetical protein
MAMBLCDF_07656	CDS	150				hypothetical protein
MAMBLCDF_07657	CDS	213				hypothetical protein
MAMBLCDF_07658	CDS	543				hypothetical protein
MAMBLCDF_07659	CDS	1185	czcO	1.-.-.-	COG2072	putative oxidoreductase CzcO
MAMBLCDF_07660	CDS	579				hypothetical protein
MAMBLCDF_07661	CDS	249				hypothetical protein
MAMBLCDF_07662	CDS	564	rpsE_1		COG0098	30S ribosomal protein S5
MAMBLCDF_07663	CDS	195	rpmD		COG1841	50S ribosomal protein L30
MAMBLCDF_07664	CDS	480	rplO_1		COG0200	50S ribosomal protein L15
MAMBLCDF_07665	CDS	1338	secY_1		COG0201	Protein translocase subunit SecY
MAMBLCDF_07666	CDS	582	adk_2	2.7.4.3		Adenylate kinase
MAMBLCDF_07667	CDS	297				hypothetical protein
MAMBLCDF_07668	CDS	1197				hypothetical protein
MAMBLCDF_07669	CDS	369	rpsM		COG0099	30S ribosomal protein S13
MAMBLCDF_07670	CDS	390	rpsK		COG0100	30S ribosomal protein S11
MAMBLCDF_07671	CDS	1017	rpoA_2	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
MAMBLCDF_07672	CDS	420	rplQ		COG0203	50S ribosomal protein L17
MAMBLCDF_07673	CDS	1266	gluD	1.4.1.2		NAD-specific glutamate dehydrogenase
MAMBLCDF_07674	CDS	420				hypothetical protein
MAMBLCDF_07675	CDS	1476	degP_4	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
MAMBLCDF_07676	CDS	1308	rarA_1		COG2256	Replication-associated recombination protein A
MAMBLCDF_07677	CDS	888	cntI_4			Pseudopaline exporter CntI
MAMBLCDF_07678	CDS	1332				hypothetical protein
MAMBLCDF_07679	CDS	390	crcB_3			Putative fluoride ion transporter CrcB
MAMBLCDF_07680	CDS	1263				hypothetical protein
MAMBLCDF_07681	CDS	513				hypothetical protein
MAMBLCDF_07682	CDS	663	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
MAMBLCDF_07683	CDS	444				hypothetical protein
MAMBLCDF_07684	CDS	768	ycfH_3	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
MAMBLCDF_07685	CDS	1386				hypothetical protein
MAMBLCDF_07686	CDS	855				hypothetical protein
MAMBLCDF_07687	CDS	1848				hypothetical protein
MAMBLCDF_07688	CDS	1578				hypothetical protein
MAMBLCDF_07689	CDS	738				hypothetical protein
MAMBLCDF_07690	CDS	372				hypothetical protein
MAMBLCDF_07691	CDS	165				hypothetical protein
MAMBLCDF_07692	CDS	1200				hypothetical protein
MAMBLCDF_07693	CDS	96				hypothetical protein
MAMBLCDF_07694	CDS	222				hypothetical protein
MAMBLCDF_07695	CDS	411				hypothetical protein
MAMBLCDF_07696	CDS	816	dinG	3.1.-.-		3'-5' exonuclease DinG
MAMBLCDF_07697	CDS	393				hypothetical protein
MAMBLCDF_07698	CDS	456				hypothetical protein
MAMBLCDF_07699	CDS	798				hypothetical protein
MAMBLCDF_07700	CDS	1179				hypothetical protein
MAMBLCDF_07701	CDS	732				hypothetical protein
MAMBLCDF_07702	CDS	105				hypothetical protein
MAMBLCDF_07703	CDS	363	umuD_1	3.4.21.-	COG1974	Protein UmuD
MAMBLCDF_07704	CDS	204	umuC_1		COG0389	Protein UmuC
MAMBLCDF_07705	CDS	291				hypothetical protein
MAMBLCDF_07706	CDS	342				hypothetical protein
MAMBLCDF_07707	CDS	825				hypothetical protein
MAMBLCDF_07708	CDS	1215	intA_3		COG0582	Prophage integrase IntA
MAMBLCDF_07709	CDS	1092	ychF_2		COG0012	Ribosome-binding ATPase YchF
MAMBLCDF_07710	CDS	588	pth_2	3.1.1.29		Peptidyl-tRNA hydrolase
MAMBLCDF_07711	CDS	597	rplY_2			50S ribosomal protein L25
MAMBLCDF_07712	CDS	951	prs_3	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
MAMBLCDF_07713	tRNA	75				tRNA-Gln(ttg)
MAMBLCDF_07714	CDS	837	ispE_2	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
MAMBLCDF_07715	CDS	639	lolB			Outer-membrane lipoprotein LolB
MAMBLCDF_07716	CDS	297	minE_2		COG0851	Cell division topological specificity factor
MAMBLCDF_07717	CDS	810	minD_2		COG2894	Septum site-determining protein MinD
MAMBLCDF_07718	CDS	726	minC_2		COG0850	Septum site-determining protein MinC
MAMBLCDF_07719	CDS	549	slp		COG3065	Outer membrane protein Slp
MAMBLCDF_07720	CDS	1275				hypothetical protein
MAMBLCDF_07721	CDS	1446	trkA		COG0569	Trk system potassium uptake protein TrkA
MAMBLCDF_07722	CDS	1470	trkH		COG0168	Trk system potassium uptake protein TrkH
MAMBLCDF_07723	CDS	369	patA_2		COG0784	Protein PatA
MAMBLCDF_07724	CDS	357	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
MAMBLCDF_07725	CDS	879	ubiA_2	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
MAMBLCDF_07726	CDS	1464	ubiD_3	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
MAMBLCDF_07727	CDS	525				hypothetical protein
MAMBLCDF_07728	tRNA	91				tRNA-Ser(gga)
MAMBLCDF_07729	CDS	339	rnk_3			Regulator of nucleoside diphosphate kinase
MAMBLCDF_07730	CDS	2922	mrpA_3		COG1009	Na(+)/H(+) antiporter subunit A
MAMBLCDF_07731	CDS	345	mnhC1_2		COG1006	Na(+)/H(+) antiporter subunit C1
MAMBLCDF_07732	CDS	1632	mrpD_4		COG0651	Na(+)/H(+) antiporter subunit D
MAMBLCDF_07733	CDS	486	mrpE_2		COG1863	Na(+)/H(+) antiporter subunit E
MAMBLCDF_07734	CDS	282				hypothetical protein
MAMBLCDF_07735	CDS	357				hypothetical protein
MAMBLCDF_07736	CDS	1188				hypothetical protein
MAMBLCDF_07737	CDS	786				hypothetical protein
MAMBLCDF_07738	CDS	1164	mmgC_7	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MAMBLCDF_07739	CDS	1164				hypothetical protein
MAMBLCDF_07740	CDS	1125	malI		COG1609	Maltose regulon regulatory protein MalI
MAMBLCDF_07741	CDS	1593	carA_3	2.8.3.23	COG4670	Caffeate CoA-transferase
MAMBLCDF_07742	CDS	774	crt_5	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
MAMBLCDF_07743	CDS	765	gdhIV	1.1.1.47	COG1028	Glucose 1-dehydrogenase 4
MAMBLCDF_07744	CDS	669	yecS_6		COG0765	L-cystine transport system permease protein YecS
MAMBLCDF_07745	CDS	651	yecS_7		COG0765	L-cystine transport system permease protein YecS
MAMBLCDF_07746	CDS	822	fliY_2		COG0834	L-cystine-binding protein FliY
MAMBLCDF_07747	CDS	522	rfbA_2	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
MAMBLCDF_07748	CDS	108				hypothetical protein
MAMBLCDF_07749	CDS	708				hypothetical protein
MAMBLCDF_07750	CDS	135				hypothetical protein
MAMBLCDF_07751	CDS	984				hypothetical protein
MAMBLCDF_07752	CDS	282				IS630 family transposase ISMex41
MAMBLCDF_07753	CDS	366			COG3039	IS5 family transposase IS427
MAMBLCDF_07754	CDS	429			COG3039	IS5 family transposase IS869
MAMBLCDF_07755	CDS	846				hypothetical protein
MAMBLCDF_07756	CDS	879				hypothetical protein
MAMBLCDF_07757	CDS	180				hypothetical protein
MAMBLCDF_07758	CDS	105				hypothetical protein
MAMBLCDF_07759	CDS	3177	cusA_2		COG3696	Cation efflux system protein CusA
MAMBLCDF_07760	CDS	1407	cusB_2			Cation efflux system protein CusB
MAMBLCDF_07761	CDS	399				hypothetical protein
MAMBLCDF_07762	CDS	459				hypothetical protein
MAMBLCDF_07763	CDS	1302				hypothetical protein
MAMBLCDF_07764	CDS	378				hypothetical protein
MAMBLCDF_07765	CDS	108				hypothetical protein
MAMBLCDF_07766	CDS	183				hypothetical protein
MAMBLCDF_07767	CDS	261				hypothetical protein
MAMBLCDF_07768	CDS	306				hypothetical protein
MAMBLCDF_07769	CDS	270				hypothetical protein
MAMBLCDF_07770	CDS	321				hypothetical protein
MAMBLCDF_07771	CDS	579				hypothetical protein
MAMBLCDF_07772	CDS	2220	bfrD_2		COG4774	putative TonB-dependent receptor BfrD
MAMBLCDF_07773	CDS	1173	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
MAMBLCDF_07774	CDS	1050	selD	2.7.9.3	COG0709	Selenide, water dikinase
MAMBLCDF_07775	CDS	1941	uup_2		COG0488	ABC transporter ATP-binding protein uup
